Com,X,Y,Lon,Lat
1000 Brussel,149217,170388,4°21'27.4'',50°50'38''
1000 Brussel,149035,169484,4°21'18.1'',50°50'8.8''
1000 Brussel,151252,170156,4°23'11.4'',50°50'30.5''
1000 Brussel,147991,169905,4°20'24.7'',50°50'22.4''
1000 Bruxelles,151446,165849,4°23'21.2'',50°48'11.1''
1000 Bruxelles,148851,171795,4°21'8.7'',50°51'23.6''
1000 Bruxelles,148818,170048,4°21'7'',50°50'27''
1000 Bruxelles,149212,170715,4°21'27.1'',50°50'48.6''
1000 Bruxelles,149355,169742,4°21'34.4'',50°50'17.1''
1000 Bruxelles,149408,170006,4°21'37.1'',50°50'25.7''
1000 Bruxelles,148523,171402,4°20'51.9'',50°51'10.8''
1000 Bruxelles,149503,169862,4°21'42'',50°50'21''
1000 Bruxelles,150557,169921,4°22'35.9'',50°50'22.9''
1000 Bruxelles,148630,170409,4°20'57.4'',50°50'38.7''
1000 Bruxelles,149894,170171,4°22'2'',50°50'31''
1000 Bruxelles,148799,172798,4°21'6'',50°51'56''
1000 Bruxelles,149317,170149,4°21'32.5'',50°50'30.3''
1000 Bruxelles,148960,169745,4°21'14.2'',50°50'17.2''
1000 Bruxelles,149605,170735,4°21'47.2'',50°50'49.3''
1000 Bruxelles,150271,166207,4°22'21.2'',50°48'22.7''
1000 Bruxelles,148943,169773,4°21'13.4'',50°50'18.1''
1000 Bruxelles,149006,170353,4°21'16.6'',50°50'36.9''
1000 Bruxelles,149964,171149,4°22'5.6'',50°51'2.6''
1000 Bruxelles,148391,169169,4°20'45.2'',50°49'58.6''
1000 Bruxelles,149794,170016,4°21'56.9'',50°50'26''
1000 Bruxelles,149625,170985,4°21'48.2'',50°50'57.3''
1000 Bruxelles,149826,169873,4°21'58.5'',50°50'21.4''
1000 Bruxelles,148575,172652,4°20'54.5'',50°51'51.3''
1000 Bruxelles,149174,172244,4°21'25.2'',50°51'38.1''
1000 Bruxelles,148752,170717,4°21'3.6'',50°50'48.7''
1000 Bruxelles,150388,167350,4°22'27.2'',50°48'59.7''
1000 Bruxelles,150132,169890,4°22'14.1'',50°50'21.9''
1000 Bruxelles,149006,171417,4°21'16.6'',50°51'11.3''
1000 Bruxelles,148874,170619,4°21'9.8'',50°50'45.5''
1000 Bruxelles,151303,169849,4°23'14'',50°50'20.6''
1000 Bruxelles,149115,170938,4°21'22.2'',50°50'55.8''
1000 Bruxelles,150399,174307,4°22'27.8'',50°52'44.8''
1000 Bruxelles,149906,169914,4°22'2.6'',50°50'22.7''
1000 Bruxelles,148603,170851,4°20'56'',50°50'53''
1000 Bruxelles,150649,170921,4°22'40.6'',50°50'55.3''
1000 Bruxelles,148505,169461,4°20'51'',50°50'8''
1000 Bruxelles,149855,170202,4°21'60'',50°50'32''
1000 Bruxelles,148861,170490,4°21'9.2'',50°50'41.3''
1000 Bruxelles,148567,169201,4°20'54.2'',50°49'59.6''
1000 Bruxelles,150317,173548,4°22'23.6'',50°52'20.3''
1000 Bruxelles,149563,170694,4°21'45.1'',50°50'47.9''
1000 Bruxelles,150002,170581,4°22'7.5'',50°50'44.3''
1000 Bruxelles,148041,170010,4°20'27.3'',50°50'25.8''
1000 Bruxelles,149093,170681,4°21'21'',50°50'47.5''
1000 Bruxelles,148651,170877,4°20'58.4'',50°50'53.8''
1000 Bruxelles,149107,170620,4°21'21.8'',50°50'45.5''
1000 Bruxelles,149346,169683,4°21'34'',50°50'15.2''
1000 Bruxelles,150168,170140,4°22'16'',50°50'30''
1000 Bruxelles,149740,173809,4°21'54.1'',50°52'28.7''
1000 Bruxelles,149284,170591,4°21'30.8'',50°50'44.6''
1000 Bruxelles,149800,168496,4°21'57.2'',50°49'36.8''
1000 Bruxelles,148919,171108,4°21'12.1'',50°51'1.3''
1000 Bruxelles,149214,170540,4°21'27.2'',50°50'42.9''
1000 Bruxelles,149151,171314,4°21'24'',50°51'8''
1000 Bruxelles,149170,170554,4°21'25'',50°50'43.4''
1000 Bruxelles,149272,171557,4°21'30.2'',50°51'15.9''
1000 Bruxelles,148354,171276,4°20'43.3'',50°51'6.8''
1000 Bruxelles,151804,169930,4°23'39.6'',50°50'23.2''
1000 Bruxelles,148135,170478,4°20'32.1'',50°50'40.9''
1000 Bruxelles,149217,173034,4°21'27.4'',50°52'3.6''
1000 Bruxelles,148885,171347,4°21'10.4'',50°51'9.1''
1000 Bruxelles,149933,171345,4°22'4'',50°51'9''
1000 Bruxelles,148447,172273,4°20'48'',50°51'39''
1000 Bruxelles,149777,170696,4°21'56'',50°50'48''
1000 Bruxelles,149718,171284,4°21'53'',50°51'7''
1000 Bruxelles,148610,170956,4°20'56.3'',50°50'56.4''
1000 Bruxelles,148517,171098,4°20'51.6'',50°51'1''
1000 Bruxelles,149157,171603,4°21'24.3'',50°51'17.3''
1000 Bruxelles,148852,170747,4°21'8.7'',50°50'49.6''
1000 Bruxelles,148051,169971,4°20'27.8'',50°50'24.5''
1000 Bruxelles,148585,170041,4°20'55.1'',50°50'26.8''
1000 Bruxelles,148642,170727,4°20'58'',50°50'49''
1000 Bruxelles,149115,170078,4°21'22.2'',50°50'28''
1000 Bruxelles,149125,171883,4°21'22.7'',50°51'26.4''
1000 Bruxelles,150360,174113,4°22'25.8'',50°52'38.6''
1000 Bruxelles,150658,167081,4°22'41'',50°48'51''
1000 Bruxelles,149087,170295,4°21'20.7'',50°50'35''
1000 Bruxelles,149371,170370,4°21'35.3'',50°50'37.4''
1000 Bruxelles,148527,171226,4°20'52.1'',50°51'5.1''
1000 Bruxelles,148349,170851,4°20'43'',50°50'53''
1000 Bruxelles,148839,170843,4°21'8.1'',50°50'52.7''
1000 Bruxelles,149166,170045,4°21'24.8'',50°50'26.9''
1000 Bruxelles,150552,169569,4°22'35.6'',50°50'11.5''
1000 Bruxelles,149520,173601,4°21'42.9'',50°52'22''
1000 Bruxelles,148627,171119,4°20'57.2'',50°51'1.7''
1000 Bruxelles,151202,170653,4°23'8.8'',50°50'46.6''
1000 Bruxelles,148199,169317,4°20'35.4'',50°50'3.4''
1000 Bruxelles,148797,170567,4°21'5.9'',50°50'43.8''
1000 Bruxelles,148340,170172,4°20'42.6'',50°50'31''
1000 Bruxelles,148971,172550,4°21'14.8'',50°51'48''
1000 Bruxelles,149022,170278,4°21'17.4'',50°50'34.5''
1000 Bruxelles,149362,170011,4°21'34.8'',50°50'25.8''
1000 Bruxelles,150765,174476,4°22'46.5'',50°52'50.3''
1000 Bruxelles,148964,170432,4°21'14.4'',50°50'39.4''
1000 Bruxelles,148427,171647,4°20'47'',50°51'18.8''
1000 Bruxelles,148152,170979,4°20'32.9'',50°50'57.1''
1000 Bruxelles,148828,170289,4°21'7.5'',50°50'34.8''
1000 Bruxelles,149571,173704,4°21'45.5'',50°52'25.3''
1000 Bruxelles,149132,171438,4°21'23'',50°51'12''
1000 Bruxelles,148735,171094,4°21'2.7'',50°51'0.9''
1000 Bruxelles,149834,167911,4°21'58.9'',50°49'17.9''
1000 Bruxelles,148916,171778,4°21'12'',50°51'23''
1000 Bruxelles,149784,170828,4°21'56.4'',50°50'52.3''
1000 Bruxelles,148767,170203,4°21'4.4'',50°50'32''
1000 Bruxelles,151518,170511,4°23'25'',50°50'42''
1000 Bruxelles,149047,171788,4°21'18.7'',50°51'23.3''
1000 Bruxelles,148962,170706,4°21'14.3'',50°50'48.3''
1000 Bruxelles,149994,170437,4°22'7.1'',50°50'39.6''
1000 Bruxelles,149466,171302,4°21'40.1'',50°51'7.6''
1000 Bruxelles,149514,171304,4°21'42.6'',50°51'7.7''
1000 Bruxelles,148988,170066,4°21'15.7'',50°50'27.6''
1000 Bruxelles,151828,170645,4°23'40.8'',50°50'46.3''
1000 Bruxelles,148055,170542,4°20'28'',50°50'43''
1000 Bruxelles,148735,170061,4°21'2.7'',50°50'27.4''
1000 Bruxelles,148189,169617,4°20'34.8'',50°50'13.1''
1000 Bruxelles,148527,172043,4°20'52.1'',50°51'31.6''
1000 Bruxelles,148486,172396,4°20'50'',50°51'43''
1000 Bruxelles,148802,170892,4°21'6.2'',50°50'54.3''
1000 Bruxelles,149006,169987,4°21'16.6'',50°50'25''
1000 Bruxelles,150985,170519,4°22'57.8'',50°50'42.3''
1000 Bruxelles,148603,171036,4°20'56'',50°50'59''
1000 Bruxelles,148955,171129,4°21'14'',50°51'2''
1000 Bruxelles,148336,170396,4°20'42.3'',50°50'38.3''
1000 Bruxelles,148700,169797,4°21'1'',50°50'18.9''
1000 Bruxelles,148929,170580,4°21'12.7'',50°50'44.2''
1000 Bruxelles,149756,171441,4°21'54.9'',50°51'12.1''
1000 Bruxelles,150070,170696,4°22'11'',50°50'48''
1000 Bruxelles,149406,171054,4°21'37'',50°50'59.6''
1000 Bruxelles,149523,170696,4°21'43'',50°50'48''
1000 Bruxelles,148719,171631,4°21'1.9'',50°51'18.2''
1000 Bruxelles,149090,171532,4°21'20.9'',50°51'15''
1000 Bruxelles,149112,172118,4°21'22'',50°51'34''
1000 Bruxelles,148550,170984,4°20'53.3'',50°50'57.3''
1000 Bruxelles,149217,170924,4°21'27.4'',50°50'55.4''
1000 Bruxelles,150082,168160,4°22'11.6'',50°49'25.9''
1000 Bruxelles,149386,170047,4°21'36'',50°50'27''
1000 Bruxelles,149216,169653,4°21'27.3'',50°50'14.2''
1000 Bruxelles,149999,170882,4°22'7.4'',50°50'54''
1000 Bruxelles,148992,170885,4°21'15.9'',50°50'54.1''
1000 Bruxelles,148467,171902,4°20'49'',50°51'27''
1000 Bruxelles,148083,170787,4°20'29.4'',50°50'50.9''
1000 Bruxelles,148497,169735,4°20'50.6'',50°50'16.9''
1000 Bruxelles,149288,170635,4°21'31'',50°50'46''
1000 Bruxelles,148576,169287,4°20'54.6'',50°50'2.4''
1000 Bruxelles,148965,170859,4°21'14.5'',50°50'53.3''
1000 Bruxelles,149036,169987,4°21'18.1'',50°50'25''
1000 Bruxelles,148235,170479,4°20'37.2'',50°50'41''
1000 Bruxelles,149053,171994,4°21'19'',50°51'30''
1000 Bruxelles,149190,172520,4°21'26'',50°51'47''
1000 Bruxelles,148760,171902,4°21'4'',50°51'27''
1000 Bruxelles,148981,170230,4°21'15.3'',50°50'32.9''
1000 Bruxelles,148790,170908,4°21'5.5'',50°50'54.8''
1000 Bruxelles,149118,169485,4°21'22.3'',50°50'8.8''
1000 Bruxelles,148914,171304,4°21'11.9'',50°51'7.7''
1000 Bruxelles,151135,166590,4°23'5.4'',50°48'35.1''
1000 Bruxelles,149945,170606,4°22'4.6'',50°50'45.1''
1000 Bruxelles,147701,170760,4°20'9.9'',50°50'50''
1000 Bruxelles,150188,169924,4°22'17'',50°50'23''
1000 Bruxelles,149847,170216,4°21'59.6'',50°50'32.5''
1000 Bruxelles,149930,171306,4°22'3.8'',50°51'7.7''
1000 Bruxelles,149914,170233,4°22'3'',50°50'33''
1000 Bruxelles,150945,171155,4°22'55.7'',50°51'2.8''
1000 Bruxelles,151088,170418,4°23'3'',50°50'39''
1000 Bruxelles,149374,171375,4°21'35.4'',50°51'10''
1000 Bruxelles,150062,170116,4°22'10.6'',50°50'29.2''
1000 Bruxelles,151481,165320,4°23'23'',50°47'54''
1000 Bruxelles,148376,170459,4°20'44.4'',50°50'40.3''
1000 Bruxelles,150945,170815,4°22'55.7'',50°50'51.8''
1000 Bruxelles,149196,171475,4°21'26.3'',50°51'13.2''
1000 Bruxelles,150403,170048,4°22'28'',50°50'27''
1000 Bruxelles,148836,171176,4°21'7.9'',50°51'3.5''
1000 Bruxelles,148994,169831,4°21'16'',50°50'20''
1000 Bruxelles,150402,174192,4°22'28'',50°52'41.1''
1000 Bruxelles,149762,170935,4°21'55.2'',50°50'55.7''
1000 Bruxelles,148506,171345,4°20'51'',50°51'9''
1000 Bruxelles,148186,169536,4°20'34.7'',50°50'10.4''
1020 Brussel,148825,176806,4°21'7.3'',50°54'5.7''
1020 Brussel,148178,176594,4°20'34.2'',50°53'58.8''
1020 Brussel,149346,176778,4°21'33.9'',50°54'4.8''
1020 Brussel,147792,176571,4°20'14.4'',50°53'58.1''
1020 Bruxelles,148370,174034,4°20'44'',50°52'36''
1020 Bruxelles,148604,174065,4°20'56'',50°52'37''
1020 Bruxelles,148017,173787,4°20'26'',50°52'28''
1020 Bruxelles,148051,174930,4°20'27.7'',50°53'5''
1020 Bruxelles,149093,174034,4°21'21'',50°52'36''
1020 Bruxelles,148171,173313,4°20'33.9'',50°52'12.7''
1020 Bruxelles,148763,173176,4°21'4.1'',50°52'8.2''
1020 Bruxelles,148057,174034,4°20'28'',50°52'36''
1020 Bruxelles,147217,176259,4°19'45'',50°53'48''
1020 Bruxelles,147752,176261,4°20'12.4'',50°53'48.1''
1020 Bruxelles,148121,173613,4°20'31.3'',50°52'22.4''
1020 Bruxelles,148045,174721,4°20'27.4'',50°52'58.2''
1020 Bruxelles,149291,173758,4°21'31.1'',50°52'27.1''
1020 Bruxelles,148718,174960,4°21'1.8'',50°53'6''
1020 Bruxelles,148789,173669,4°21'5.5'',50°52'24.2''
1020 Bruxelles,148133,174326,4°20'31.9'',50°52'45.5''
1020 Bruxelles,148859,175946,4°21'9'',50°53'37.9''
1020 Bruxelles,147814,176162,4°20'15.5'',50°53'44.9''
1020 Bruxelles,148422,174405,4°20'46.7'',50°52'48''
1020 Bruxelles,150185,175763,4°22'16.9'',50°53'32''
1020 Bruxelles,147195,175358,4°19'43.9'',50°53'18.8''
1020 Bruxelles,148173,174466,4°20'33.9'',50°52'50''
1020 Bruxelles,148227,173306,4°20'36.7'',50°52'12.4''
1020 Bruxelles,149305,176410,4°21'31.8'',50°53'52.9''
1020 Bruxelles,147743,175486,4°20'11.9'',50°53'23''
1020 Bruxelles,148752,173688,4°21'3.6'',50°52'24.8''
1020 Bruxelles,146770,176263,4°19'22.1'',50°53'48.1''
1020 Bruxelles,146702,176113,4°19'18.6'',50°53'43.3''
1020 Bruxelles,148931,174802,4°21'12.7'',50°53'0.9''
1020 Bruxelles,147530,176475,4°20'1'',50°53'55''
1020 Bruxelles,148712,173811,4°21'1.5'',50°52'28.8''
1020 Bruxelles,146902,176371,4°19'28.9'',50°53'51.6''
1020 Bruxelles,149015,174034,4°21'17'',50°52'36''
1020 Bruxelles,149791,175823,4°21'56.7'',50°53'33.9''
1020 Bruxelles,147983,175214,4°20'24.2'',50°53'14.2''
1020 Bruxelles,147505,175769,4°19'59.7'',50°53'32.1''
1020 Bruxelles,148584,173343,4°20'55'',50°52'13.6''
1020 Bruxelles,147644,176236,4°20'6.8'',50°53'47.3''
1020 Bruxelles,149608,176121,4°21'47.3'',50°53'43.6''
1020 Bruxelles,149152,174188,4°21'24'',50°52'41''
1020 Bruxelles,148688,174526,4°21'0.3'',50°52'51.9''
1020 Bruxelles,148610,174522,4°20'56.3'',50°52'51.8''
1020 Bruxelles,147563,176069,4°20'2.7'',50°53'41.9''
1020 Bruxelles,149034,175239,4°21'18'',50°53'15''
1020 Bruxelles,148734,174675,4°21'2.6'',50°52'56.8''
1020 Bruxelles,147992,173909,4°20'24.7'',50°52'32''
1020 Laeken,147202,176244,4°19'44.2'',50°53'47.5''
1030 Schaarbeek,152211,170909,4°24'0.4'',50°50'54.9''
1030 Schaerbeek,152025,171511,4°23'50.9'',50°51'14.4''
1030 Schaerbeek,151043,171441,4°23'0.7'',50°51'12.1''
1030 Schaerbeek,151385,173424,4°23'18.2'',50°52'16.3''
1030 Schaerbeek,150074,171960,4°22'11.2'',50°51'28.9''
1030 Schaerbeek,150677,171593,4°22'42'',50°51'17''
1030 Schaerbeek,150468,173844,4°22'31.3'',50°52'29.9''
1030 Schaerbeek,150418,173565,4°22'28.8'',50°52'20.8''
1030 Schaerbeek,150138,172694,4°22'14.5'',50°51'52.6''
1030 Schaerbeek,151599,173587,4°23'29.2'',50°52'21.5''
1030 Schaerbeek,151652,172419,4°23'31.9'',50°51'43.7''
1030 Schaerbeek,149580,172835,4°21'45.9'',50°51'57.2''
1030 Schaerbeek,150638,171531,4°22'40'',50°51'15''
1030 Schaerbeek,151341,173323,4°23'16'',50°52'13''
1030 Schaerbeek,150858,173535,4°22'51.3'',50°52'19.9''
1030 Schaerbeek,151817,172110,4°23'40.3'',50°51'33.7''
1030 Schaerbeek,150974,171291,4°22'57.2'',50°51'7.2''
1030 Schaerbeek,150760,172705,4°22'46.3'',50°51'53''
1030 Schaerbeek,151798,172615,4°23'39.3'',50°51'50.1''
1030 Schaerbeek,150246,171842,4°22'20'',50°51'25.1''
1030 Schaerbeek,152119,171736,4°23'55.7'',50°51'21.6''
1030 Schaerbeek,149793,173088,4°21'56.8'',50°52'5.4''
1030 Schaerbeek,151359,171444,4°23'16.9'',50°51'12.2''
1030 Schaerbeek,150778,173599,4°22'47.2'',50°52'21.9''
1030 Schaerbeek,150266,172396,4°22'21'',50°51'43''
1030 Schaerbeek,150076,172105,4°22'11.3'',50°51'33.6''
1030 Schaerbeek,151096,173173,4°23'3.5'',50°52'8.1''
1030 Schaerbeek,151252,173460,4°23'11.4'',50°52'17.4''
1030 Schaerbeek,151165,174171,4°23'7'',50°52'40.4''
1030 Schaerbeek,151419,173953,4°23'20'',50°52'33.4''
1030 Schaerbeek,151145,171621,4°23'5.9'',50°51'17.9''
1030 Schaerbeek,151031,172037,4°23'0.1'',50°51'31.4''
1030 Schaerbeek,150716,172202,4°22'44'',50°51'36.7''
1030 Schaerbeek,152381,170994,4°24'9.1'',50°50'57.6''
1030 Schaerbeek,152025,171570,4°23'50.9'',50°51'16.3''
1030 Schaerbeek,150764,173807,4°22'46.5'',50°52'28.7''
1030 Schaerbeek,149667,172337,4°21'50.4'',50°51'41.1''
1030 Schaerbeek,151241,171986,4°23'10.9'',50°51'29.7''
1030 Schaerbeek,151625,171430,4°23'30.5'',50°51'11.7''
1030 Schaerbeek,149887,172421,4°22'1.6'',50°51'43.8''
1030 Schaerbeek,150892,173107,4°22'53'',50°52'6''
1030 Schaerbeek,149464,172303,4°21'40'',50°51'40''
1030 Schaerbeek,149411,172229,4°21'37.3'',50°51'37.6''
1030 Schaerbeek,151890,171395,4°23'44'',50°51'10.6''
1030 Schaerbeek,152003,170417,4°23'49.8'',50°50'38.9''
1030 Schaerbeek,151470,171786,4°23'22.6'',50°51'23.3''
1030 Schaerbeek,150567,173060,4°22'36.4'',50°52'4.5''
1030 Schaerbeek,149598,172896,4°21'46.8'',50°51'59.2''
1030 Schaerbeek,151890,171129,4°23'44'',50°51'2''
1030 Schaerbeek,151211,172884,4°23'9.3'',50°51'58.8''
1030 Schaerbeek,150656,171712,4°22'40.9'',50°51'20.9''
1030 Schaerbeek,152430,170907,4°24'11.6'',50°50'54.8''
1030 Schaerbeek,151811,171531,4°23'40'',50°51'15''
1030 Schaerbeek,150498,171860,4°22'32.9'',50°51'25.7''
1030 Schaerbeek,151342,173336,4°23'16'',50°52'13.4''
1030 Schaerbeek,151466,173197,4°23'22.4'',50°52'8.9''
1030 Schaerbeek,150782,172332,4°22'47.4'',50°51'40.9''
1030 Schaerbeek,151646,172427,4°23'31.6'',50°51'44''
1030 Schaerbeek,150612,171637,4°22'38.7'',50°51'18.4''
1030 Schaerbeek,151470,171011,4°23'22.5'',50°50'58.2''
1030 Schaerbeek,152018,171667,4°23'50.6'',50°51'19.4''
1030 Schaerbeek,150012,173196,4°22'8'',50°52'8.9''
1030 Schaerbeek,150105,172101,4°22'12.8'',50°51'33.5''
1030 Schaerbeek,149581,172118,4°21'46'',50°51'34''
1030 Schaerbeek,150573,172994,4°22'36.7'',50°52'2.4''
1030 Schaerbeek,151571,173652,4°23'27.8'',50°52'23.6''
1030 Schaerbeek,151270,173710,4°23'12.4'',50°52'25.5''
1030 Schaerbeek,152217,171256,4°24'0.7'',50°51'6.1''
1030 Schaerbeek,151910,171208,4°23'45'',50°51'4.5''
1030 Schaerbeek,151123,171258,4°23'4.8'',50°51'6.2''
1030 Schaerbeek,150076,172824,4°22'11.3'',50°51'56.9''
1030 Schaerbeek,151135,171378,4°23'5.4'',50°51'10.1''
1040 Brussel,150462,170048,4°22'31'',50°50'27''
1040 Bruxelles,150630,170363,4°22'39.6'',50°50'37.2''
1040 Bruxelles,150478,170397,4°22'31.8'',50°50'38.3''
1040 Bruxelles,150638,170315,4°22'40'',50°50'35.7''
1040 Bruxelles,151065,170212,4°23'1.8'',50°50'32.3''
1040 Bruxelles,150768,170253,4°22'46.7'',50°50'33.7''
1040 Bruxelles,151049,170171,4°23'1'',50°50'31''
1040 Bruxelles,150129,170449,4°22'14'',50°50'40''
1040 Bruxelles,150912,170264,4°22'54'',50°50'34''
1040 Bruxelles,150163,170565,4°22'15.7'',50°50'43.7''
1040 Bruxelles,150291,170438,4°22'22.3'',50°50'39.6''
1040 Bruxelles,150934,170149,4°22'55.1'',50°50'30.3''
1040 Bruxelles,150465,170389,4°22'31.2'',50°50'38.1''
1040 Bruxelles,151205,170157,4°23'9'',50°50'30.5''
1040 Bruxelles,150364,170376,4°22'26'',50°50'37.6''
1040 Bruxelles,150539,170374,4°22'35'',50°50'37.6''
1040 Etterbeek,152227,169004,4°24'1.2'',50°49'53.2''
1040 Etterbeek,151482,168879,4°23'23.1'',50°49'49.2''
1040 Etterbeek,151021,169461,4°22'59.6'',50°50'8''
1040 Etterbeek,152318,169154,4°24'5.9'',50°49'58.1''
1040 Etterbeek,151871,169368,4°23'43'',50°50'5''
1040 Etterbeek,151679,169190,4°23'33.2'',50°49'59.2''
1040 Etterbeek,152680,169400,4°24'24.4'',50°50'6''
1040 Etterbeek,152505,169074,4°24'15.4'',50°49'55.5''
1040 Etterbeek,151770,169576,4°23'37.9'',50°50'11.7''
1040 Etterbeek,152051,169894,4°23'52.2'',50°50'22''
1040 Etterbeek,152634,169214,4°24'22'',50°50'0''
1040 Etterbeek,152077,168835,4°23'53.5'',50°49'47.7''
1040 Etterbeek,151061,168735,4°23'1.6'',50°49'44.5''
1040 Etterbeek,152144,170264,4°23'57'',50°50'34''
1040 Etterbeek,151310,169545,4°23'14.4'',50°50'10.7''
1040 Etterbeek,152301,169245,4°24'5'',50°50'1''
1040 Etterbeek,152132,169923,4°23'56.4'',50°50'23''
1040 Etterbeek,152225,168556,4°24'1.1'',50°49'38.7''
1040 Etterbeek,152063,169924,4°23'52.8'',50°50'23''
1040 Etterbeek,151236,169569,4°23'10.6'',50°50'11.5''
1040 Etterbeek,152086,170264,4°23'54'',50°50'34''
1040 Etterbeek,152381,168708,4°24'9.1'',50°49'43.6''
1040 Etterbeek,151625,169608,4°23'30.5'',50°50'12.8''
1040 Etterbeek,151343,168564,4°23'16'',50°49'39''
1040 Etterbeek,152811,168704,4°24'31'',50°49'43.5''
1040 Etterbeek,152360,168441,4°24'8'',50°49'35''
1040 Etterbeek,151466,169444,4°23'22.3'',50°50'7.5''
1040 Etterbeek,151093,168967,4°23'3.3'',50°49'52''
1050 Bruxelles,149503,168842,4°21'42'',50°49'48''
1050 Bruxelles,150160,167467,4°22'15.6'',50°49'3.5''
1050 Bruxelles,149460,168776,4°21'39.8'',50°49'45.9''
1050 Bruxelles,149958,168007,4°22'5.3'',50°49'21''
1050 Bruxelles,149184,169114,4°21'25.7'',50°49'56.8''
1050 Bruxelles,150244,167408,4°22'19.9'',50°49'1.6''
1050 Bruxelles,149314,169001,4°21'32.3'',50°49'53.1''
1050 Bruxelles,149848,168310,4°21'59.6'',50°49'30.8''
1050 Bruxelles,150012,168070,4°22'8'',50°49'23''
1050 Bruxelles,149683,168424,4°21'51.2'',50°49'34.5''
1050 Bruxelles,149173,169253,4°21'25.1'',50°50'1.3''
1050 Bruxelles,150164,167418,4°22'15.8'',50°49'1.9''
1050 Bruxelles,149559,168715,4°21'44.9'',50°49'43.9''
1050 Bruxelles,149216,169336,4°21'27.3'',50°50'4''
1050 Ixelles,150745,167573,4°22'45.5'',50°49'6.9''
1050 Ixelles,150061,169080,4°22'10.5'',50°49'55.7''
1050 Ixelles,150171,168589,4°22'16.1'',50°49'39.8''
1050 Ixelles,151149,167768,4°23'6.1'',50°49'13.2''
1050 Ixelles,151209,168060,4°23'9.2'',50°49'22.7''
1050 Ixelles,150834,167143,4°22'50'',50°48'53''
1050 Ixelles,150266,167266,4°22'21'',50°48'57''
1050 Ixelles,150003,169703,4°22'7.6'',50°50'15.9''
1050 Ixelles,149529,169815,4°21'43.3'',50°50'19.5''
1050 Ixelles,151043,167877,4°23'0.7'',50°49'16.8''
1050 Ixelles,149921,168568,4°22'3.4'',50°49'39.1''
1050 Ixelles,151368,167170,4°23'17.3'',50°48'53.9''
1050 Ixelles,151990,166242,4°23'49'',50°48'23.8''
1050 Ixelles,150318,169892,4°22'23.7'',50°50'22''
1050 Ixelles,149217,169376,4°21'27.4'',50°50'5.3''
1050 Ixelles,151494,167855,4°23'23.7'',50°49'16''
1050 Ixelles,149529,169320,4°21'43.3'',50°50'3.5''
1050 Ixelles,151328,167234,4°23'15.2'',50°48'55.9''
1050 Ixelles,150557,168571,4°22'35.9'',50°49'39.2''
1050 Ixelles,150194,169744,4°22'17.3'',50°50'17.2''
1050 Ixelles,150814,168194,4°22'49'',50°49'27''
1050 Ixelles,151010,168224,4°22'59'',50°49'28''
1050 Ixelles,151544,167989,4°23'26.3'',50°49'20.4''
1050 Ixelles,152142,167077,4°23'56.8'',50°48'50.9''
1050 Ixelles,151108,166834,4°23'4'',50°48'43''
1050 Ixelles,150951,167823,4°22'56'',50°49'15''
1050 Ixelles,150512,168374,4°22'33.6'',50°49'32.8''
1050 Ixelles,150177,169688,4°22'16.4'',50°50'15.4''
1050 Ixelles,149581,169769,4°21'46'',50°50'18''
1050 Ixelles,148894,167503,4°21'10.9'',50°49'4.7''
1050 Ixelles,151568,167536,4°23'27.5'',50°49'5.7''
1050 Ixelles,152000,167963,4°23'49.6'',50°49'19.5''
1050 Ixelles,149849,167811,4°21'59.7'',50°49'14.6''
1050 Ixelles,149670,169203,4°21'50.5'',50°49'59.7''
1050 Ixelles,149476,169726,4°21'40.6'',50°50'16.6''
1050 Ixelles,149892,169567,4°22'1.9'',50°50'11.5''
1050 Ixelles,151119,167548,4°23'4.6'',50°49'6.1''
1050 Ixelles,151132,167483,4°23'5.2'',50°49'4''
1050 Ixelles,149923,169196,4°22'3.5'',50°49'59.4''
1050 Ixelles,150564,168413,4°22'36.2'',50°49'34.1''
1050 Ixelles,151656,166340,4°23'32'',50°48'27''
1050 Ixelles,150763,167509,4°22'46.4'',50°49'4.8''
1050 Ixelles,150971,167328,4°22'57'',50°48'59''
1050 Ixelles,149655,168846,4°21'49.8'',50°49'48.1''
1050 Ixelles,150744,168502,4°22'45.4'',50°49'37''
1050 Ixelles,151446,167675,4°23'21.3'',50°49'10.2''
1050 Ixelles,151052,167281,4°23'1.1'',50°48'57.5''
1050 Ixelles,150920,168577,4°22'54.4'',50°49'39.4''
1050 Ixelles,149620,169640,4°21'48'',50°50'13.8''
1050 Ixelles,150125,169305,4°22'13.8'',50°50'3''
1050 Ixelles,149165,169459,4°21'24.7'',50°50'8''
1050 Ixelles,149681,169378,4°21'51.1'',50°50'5.3''
1050 Ixelles,150082,169449,4°22'11.6'',50°50'7.6''
1050 Ixelles,150873,168657,4°22'52'',50°49'42''
1050 Ixelles,149933,167297,4°22'4'',50°48'58''
1050 Ixelles,149405,169584,4°21'37'',50°50'12''
1050 Ixelles,150096,168761,4°22'12.3'',50°49'45.4''
1050 Ixelles,152051,167737,4°23'52.2'',50°49'12.2''
1050 Ixelles,149285,167965,4°21'30.9'',50°49'19.6''
1050 Ixelles,149730,168638,4°21'53.6'',50°49'41.4''
1050 Ixelles,149855,168595,4°21'60'',50°49'40''
1050 Ixelles,150250,169669,4°22'20.2'',50°50'14.8''
1050 Ixelles,150612,168987,4°22'38.7'',50°49'52.7''
