Com,X,Y,Lon,Lat
6870 Saint-Hubert,216141,79217,5°17'30'',50°1'14''
6870 Saint-Hubert,214122,83190,5°15'51'',50°3'23.4''
6870 Saint-Hubert,217150,85285,5°18'24.6'',50°4'30''
6870 Saint-Hubert,222176,77003,5°22'31.6'',49°59'59.8''
6880 Bertrix,210992,62449,5°13'1.7'',49°52'13.3''
6880 Bertrix,215277,61691,5°16'35.8'',49°51'47.1''
6880 Bertrix,213489,63663,5°15'7.5'',49°52'51.6''
6880 Bertrix,214460,60946,5°15'54.5'',49°51'23.3''
6880 Bertrix,216690,58278,5°17'44.5'',49°49'56.1''
6880 Bertrix,213603,60684,5°15'11.4'',49°51'15.2''
6880 Bertrix,215340,63882,5°16'40.3'',49°52'58''
6880 Bertrix,218366,62049,5°19'10.7'',49°51'57.5''
6880 Bertrix,208363,54815,5°10'45.9'',49°48'7.2''
6887 Herbeumont,213119,53231,5°14'42.8'',49°47'14.2''
6887 Herbeumont,217800,55705,5°18'38.4'',49°48'32.4''
6887 Herbeumont,222629,53982,5°22'38.7'',49°47'34.6''
6890 Libin,214312,75285,5°15'55.8'',49°59'7.5''
6890 Libin,206860,79460,5°9'43.9'',50°1'25.3''
6890 Libin,215335,67288,5°16'42.2'',49°54'48.2''
6890 Libin,212441,72106,5°14'20'',49°57'25.3''
6890 Libin,215944,71293,5°17'15.2'',49°56'57.6''
6890 Libin,210598,78241,5°12'51'',50°0'44.5''
6890 Libin,214083,78142,5°15'46'',50°0'40''
6890 Libin,212330,74142,5°14'15.6'',49°58'31.2''
6890 Libin,210754,78250,5°12'58.9'',50°0'44.8''
6890 Libin,212491,67352,5°14'19.7'',49°54'51.4''
6890 Libin,208115,78700,5°10'46.6'',50°1'0.3''
6890 Libin,216506,70623,5°17'43'',49°56'35.7''
6890 Libin,213604,74733,5°15'19.9'',49°58'49.9''
6890 Libin,206046,76688,5°9'1.6'',49°59'55.9''
6900 Marche-en-Famenne,216466,103234,5°18'1.5'',50°14'11.1''
6900 Marche-en-Famenne,225912,99280,5°25'55.3'',50°11'59''
6900 Marche-en-Famenne,219167,104407,5°20'18.6'',50°14'48''
6900 Marche-en-Famenne,219960,102867,5°20'57.5'',50°13'57.8''
6900 Marche-en-Famenne,219724,99692,5°20'43.5'',50°12'15.1''
6900 Marche-en-Famenne,215735,99677,5°17'22.4'',50°12'16.3''
6900 Marche-en-Famenne,217343,96859,5°18'41.7'',50°10'44.4''
6900 Marche-en-Famenne,215590,103260,5°17'17.3'',50°14'12.3''
6900 Marche-en-Famenne,217494,99608,5°18'51'',50°12'13.4''
6900 Marche-en-Famenne,218654,101490,5°19'50.8'',50°13'13.8''
6900 Marche-en-Famenne,220837,100385,5°21'40.1'',50°12'37.1''
6900 Marche-en-Famenne,213275,99228,5°15'18.1'',50°12'2.7''
6900 Marche-en-Famenne,219334,104410,5°20'27'',50°14'48''
6920 Wellin,202408,80884,5°6'1'',50°2'12.9''
6920 Wellin,199584,85913,5°3'41.5'',50°4'56.5''
6927 Tellin,215140,86876,5°16'44.5'',50°5'22.3''
6927 Tellin,210228,82879,5°12'35.1'',50°3'14.8''
6927 Tellin,209291,84412,5°11'48.8'',50°4'4.7''
6927 Tellin,212397,87576,5°14'26.9'',50°5'46''
6927 Tellin,209851,84304,5°12'16.9'',50°4'1''
6929 Daverdisse,203799,79140,5°7'10'',50°1'16''
6929 Daverdisse,195820,76868,5°0'28.2'',50°0'4.9''
6929 Daverdisse,197134,77912,5°1'34.7'',50°0'38.3''
6929 Daverdisse,199799,75128,5°3'47.2'',49°59'7.4''
6929 Daverdisse,202372,76407,5°5'57'',49°59'48''
6940 Durbuy,229469,115420,5°29'6.8'',50°20'39.7''
6940 Durbuy,227440,116055,5°27'24.7'',50°21'1.2''
6940 Durbuy,231204,113771,5°30'33.3'',50°19'45.5''
6940 Durbuy,229501,116394,5°29'9.2'',50°21'11.2''
6940 Durbuy,225180,113063,5°25'28.2'',50°19'25.4''
6940 Durbuy,230741,116113,5°30'11.7'',50°21'1.5''
6940 Durbuy,228026,116124,5°27'54.4'',50°21'3.2''
6940 Durbuy,229507,113163,5°29'7'',50°19'26.6''
6940 Durbuy,227302,114999,5°27'16.9'',50°20'27.1''
6941 Durbuy,235233,115066,5°33'58'',50°20'25.3''
6941 Durbuy,231933,117905,5°31'13.4'',50°21'58.9''
6941 Durbuy,227258,121301,5°27'19.4'',50°23'51.1''
6941 Durbuy,228348,120139,5°28'13.7'',50°23'12.9''
6941 Durbuy,236385,119609,5°35'0'',50°22'51.7''
6941 Durbuy,236965,117555,5°35'27.7'',50°21'45''
6941 Durbuy,231803,119140,5°31'7.8'',50°22'38.9''
6950 Nassogne,221545,96231,5°22'13'',50°10'22.3''
6950 Nassogne,219681,90815,5°20'35.5'',50°7'27.9''
6950 Nassogne,219931,91934,5°20'48.8'',50°8'4''
6952 Nassogne,223074,95194,5°23'29.3'',50°9'48.1''
6953 Nassogne,215056,92006,5°16'43.4'',50°8'8.3''
6953 Nassogne,216364,89534,5°17'47.7'',50°6'47.8''
6960 Manhay,242613,117669,5°40'13.5'',50°21'45.5''
6960 Manhay,238885,116672,5°37'4.1'',50°21'15.3''
6960 Manhay,243111,113128,5°40'34.7'',50°19'18.3''
6960 Manhay,244532,108484,5°41'42.3'',50°16'47.2''
6960 Manhay,246884,109342,5°43'41.9'',50°17'13.6''
6960 Manhay,242224,110494,5°39'47.5'',50°17'53.6''
6960 Manhay,244458,102523,5°41'33.2'',50°13'34.3''
6960 Manhay,244562,114869,5°41'49.6'',50°20'13.8''
6960 Manhay,245814,111577,5°42'49.9'',50°18'26.5''
6960 Manhay,240168,104956,5°37'58.9'',50°14'55.5''
6960 Manhay,240747,108319,5°38'31'',50°16'44''
6970 Tenneville,228203,87929,5°27'42.3'',50°5'50.6''
6970 Tenneville,234050,86288,5°32'35.2'',50°4'54.6''
6970 Tenneville,225995,85486,5°25'49.5'',50°4'32.6''
6970 Tenneville,232816,87414,5°31'34'',50°5'31.7''
6971 Tenneville,228051,90697,5°27'36.7'',50°7'20.3''
6971 Tenneville,228854,89455,5°28'16.2'',50°6'39.7''
6971 Tenneville,228614,93189,5°28'6.9'',50°8'40.7''
6971 Tenneville,228574,93274,5°28'5'',50°8'43.4''
6971 Tenneville,225144,89232,5°25'9.4'',50°6'34.2''
6971 Tenneville,229189,88890,5°28'32.7'',50°6'21.3''
6972 Tenneville,235218,89981,5°33'36.9'',50°6'53.5''
6980 La Roche-en-Ardenne,235105,99193,5°33'38.7'',50°11'51.7''
6980 La Roche-en-Ardenne,240253,97928,5°37'57.1'',50°11'8''
6980 La Roche-en-Ardenne,236117,97177,5°34'28'',50°10'45.9''
6980 La Roche-en-Ardenne,236134,97157,5°34'28.9'',50°10'45.3''
6980 La Roche-en-Ardenne,234251,95450,5°32'52.6'',50°9'51''
6980 La Roche-en-Ardenne,236436,99015,5°34'45.6'',50°11'45.3''
6980 La Roche-en-Ardenne,237104,96268,5°35'17'',50°10'16''
6982 La Roche-en-Ardenne,241295,100868,5°38'52.2'',50°12'42.6''
6982 La Roche-en-Ardenne,239995,96435,5°37'42.8'',50°10'19.8''
6982 La Roche-en-Ardenne,242551,97837,5°39'52.9'',50°11'3.8''
6983 La Roche-en-Ardenne,238505,92013,5°36'24'',50°7'57.6''
6986 La Roche-en-Ardenne,230426,95544,5°29'40'',50°9'56''
6987 Rendeux,233279,102765,5°32'9.4'',50°13'48.2''
6987 Rendeux,227472,101925,5°27'15.9'',50°13'23.9''
6987 Rendeux,229235,100903,5°28'44'',50°12'50''
6987 Rendeux,231886,103730,5°30'59.9'',50°14'20.2''
6987 Rendeux,233938,99450,5°32'40'',50°12'0.6''
6990 Hotton,229910,105790,5°29'21.8'',50°15'27.8''
6990 Hotton,223961,105138,5°24'21'',50°15'9.5''
6990 Hotton,224094,104667,5°24'27.4'',50°14'54.2''
6990 Hotton,225075,109795,5°25'20.6'',50°17'39.7''
6990 Hotton,226788,106893,5°26'45'',50°16'5''
6990 Hotton,227121,107710,5°27'2.4'',50°16'31.3''
6997 Erezée,228236,110989,5°28'1.2'',50°18'16.9''
6997 Erezée,230050,109195,5°29'31.4'',50°17'17.9''
6997 Erezée,235144,107051,5°33'47'',50°16'6''
6997 Erezée,234061,110570,5°32'55.2'',50°18'0.4''
7000 Mons,119809,127110,3°56'36.9'',50°27'14.6''
7000 Mons,122537,126765,3°58'55.3'',50°27'3.9''
7000 Mons,120581,126721,3°57'16.1'',50°27'2.1''
7000 Mons,120596,126463,3°57'17'',50°26'53.8''
7000 Mons,120996,126170,3°57'37.3'',50°26'44.4''
7000 Mons,120681,127692,3°57'20.9'',50°27'33.6''
7000 Mons,120473,127218,3°57'10.5'',50°27'18.2''
7000 Mons,120568,126882,3°57'15.4'',50°27'7.4''
7000 Mons,121154,127084,3°57'45.1'',50°27'14''
7000 Mons,119526,127000,3°56'22.6'',50°27'11''
7000 Mons,119881,126315,3°56'40.8'',50°26'48.9''
7000 Mons,119122,127343,3°56'2'',50°27'22''
7000 Mons,120131,126771,3°56'53.3'',50°27'3.7''
7000 Mons,119948,127028,3°56'44'',50°27'12''
7000 Mons,119561,127611,3°56'24.2'',50°27'30.8''
7000 Mons,120589,127204,3°57'16.4'',50°27'17.8''
7000 Mons,120174,126734,3°56'55.5'',50°27'2.5''
7000 Mons,120836,128662,3°57'28.5'',50°28'5''
7000 Mons,120623,126580,3°57'18.3'',50°26'57.6''
7000 Mons,122867,127525,3°59'11.8'',50°27'28.6''
7000 Mons,120944,127864,3°57'34.2'',50°27'39.2''
7000 Mons,120226,126741,3°56'58.1'',50°27'2.7''
7000 Mons,122166,127639,3°58'36.2'',50°27'32.1''
7000 Mons,118917,127862,3°55'51.4'',50°27'38.8''
7000 Mons,120648,126433,3°57'19.6'',50°26'52.8''
7000 Mons,119995,127714,3°56'46.1'',50°27'34.2''
7000 Mons,120464,126940,3°57'10.1'',50°27'9.2''
7000 Mons,119693,126727,3°56'31.1'',50°27'2.2''
7000 Mons,120590,127443,3°57'16.4'',50°27'25.5''
7000 Mons,120337,126993,3°57'3.7'',50°27'10.9''
7000 Mons,120283,127591,3°57'0.8'',50°27'30.3''
7000 Mons,120780,126688,3°57'26.2'',50°27'1.1''
7000 Mons,120293,127271,3°57'1.4'',50°27'19.9''
7000 Mons,120664,127061,3°57'20.2'',50°27'13.2''
7000 Mons,120265,126935,3°57'0'',50°27'9''
7000 Mons,123094,124911,3°59'24'',50°26'4''
7011 Mons,117889,129874,3°54'58.7'',50°28'43.7''
7011 Mons,118393,128284,3°55'24.7'',50°27'52.3''
7011 Mons,118460,128799,3°55'28'',50°28'9''
7011 Mons,118595,128499,3°55'34.9'',50°27'59.3''
7011 Mons,117506,129988,3°54'39.2'',50°28'47.3''
7011 Mons,118587,130281,3°55'34'',50°28'57''
7011 Mons,118560,127918,3°55'33.3'',50°27'40.5''
7011 Mons,118347,129250,3°55'22.1'',50°28'23.6''
7011 Mons,116202,129552,3°53'33.2'',50°28'32.9''
7012 Mons,115844,125247,3°53'16.5'',50°26'13.5''
7012 Mons,115388,125779,3°52'53.2'',50°26'30.6''
7012 Mons,118664,126988,3°55'38.9'',50°27'10.4''
7012 Mons,115312,125838,3°52'49.3'',50°26'32.5''
7012 Mons,115691,126275,3°53'8.4'',50°26'46.8''
7012 Mons,116319,126475,3°53'40.2'',50°26'53.4''
7012 Mons,115629,126950,3°53'5'',50°27'8.6''
7012 Mons,114702,127255,3°52'17.9'',50°27'18.3''
7020 Mons,121126,129371,3°57'43'',50°28'28''
7020 Mons,122909,131888,3°59'12.8'',50°29'49.8''
7020 Mons,121315,129332,3°57'52.6'',50°28'26.8''
7020 Mons,120049,130147,3°56'48.2'',50°28'52.9''
7021 Mons,127733,127969,4°3'18.4'',50°27'43.7''
7021 Mons,128204,128800,4°3'42.1'',50°28'10.6''
7021 Mons,126786,128792,4°2'30.2'',50°28'10.2''
7021 Mons,126352,128741,4°2'8.2'',50°28'8.5''
7022 Mons,120504,124866,3°57'12.7'',50°26'2.1''
7022 Mons,122337,120351,3°58'46.8'',50°23'36.3''
7022 Mons,121396,125405,3°57'57.8'',50°26'19.7''
7022 Mons,124247,122495,4°0'23'',50°24'46''
7022 Mons,121244,125541,3°57'50.1'',50°26'24.1''
7022 Mons,124982,122446,4°1'0.2'',50°24'44.5''
7022 Mons,120569,123840,3°57'16.3'',50°25'28.9''
7024 Mons,120356,122967,3°57'5.8'',50°25'0.6''
7030 Mons,126124,124738,4°1'57.6'',50°25'58.9''
7032 Mons,123620,124539,3°59'50.7'',50°25'52''
7032 Mons,123588,124260,3°59'49.2'',50°25'43''
7033 Mons,116896,125620,3°54'9.7'',50°26'25.8''
7033 Mons,119015,125208,3°55'57.2'',50°26'12.9''
7033 Mons,118354,126439,3°55'23.3'',50°26'52.6''
7033 Mons,117272,124951,3°54'29'',50°26'4.2''
7033 Mons,119059,124419,3°55'59.7'',50°25'47.4''
7033 Mons,119062,126179,3°55'59.3'',50°26'44.3''
7033 Mons,117477,124063,3°54'39.6'',50°25'35.5''
7033 Mons,118319,124616,3°55'22.1'',50°25'53.6''
7033 Mons,118552,125187,3°55'33.7'',50°26'12.1''
7034 Mons,124208,130029,4°0'19.2'',50°28'49.8''
7034 Mons,123540,129546,3°59'45.4'',50°28'34.1''
7034 Mons,125263,130861,4°1'12.5'',50°29'16.9''
7034 Mons,124251,129014,4°0'21.6'',50°28'17''
7040 Quévy,121272,117538,3°57'53.7'',50°22'5.1''
7040 Quévy,119573,119850,3°56'27'',50°23'19.6''
7040 Quévy,120848,121988,3°57'31'',50°24'29''
7040 Quévy,116670,114378,3°54'1.8'',50°20'21.9''
7041 Quévy,121505,115462,3°58'6'',50°20'57.9''
7041 Quévy,126367,119598,4°2'11'',50°23'12.6''
7041 Quévy,126539,119698,4°2'19.7'',50°23'15.8''
7050 Jurbise,113756,135046,3°51'27.3'',50°31'30.2''
7050 Jurbise,115923,133060,3°53'17.9'',50°30'26.4''
7050 Jurbise,118865,132507,3°55'47.4'',50°30'9.1''
7050 Jurbise,118635,137202,3°55'34.3'',50°32'41''
7050 Jurbise,117394,135583,3°54'31.8'',50°31'48.4''
7050 Jurbise,121257,136263,3°57'47.8'',50°32'11.1''
7050 Jurbise,111970,136679,3°49'56'',50°32'22.6''
7060 Soignies,126901,144263,4°2'32.6'',50°36'30.9''
7060 Soignies,128809,141622,4°4'10.2'',50°35'5.7''
7060 Soignies,128851,140220,4°4'12.6'',50°34'20.3''
7060 Soignies,125278,146815,4°1'9.4'',50°37'53.2''
7060 Soignies,128341,141876,4°3'46.3'',50°35'13.8''
7061 Soignies,125165,134142,4°1'6.7'',50°31'3.1''
7061 Soignies,122568,133284,3°58'55.1'',50°30'34.9''
7061 Soignies,127038,136856,4°2'41.2'',50°32'31.2''
7061 Soignies,125105,134120,4°1'3.7'',50°31'2.4''
7062 Soignies,131091,137910,4°6'6.8'',50°33'5.8''
7063 Soignies,124441,137402,4°0'29.2'',50°32'48.5''
7063 Soignies,122854,139589,3°59'8'',50°33'59''
7063 Soignies,123668,139382,3°59'49.4'',50°33'52.4''
7070 Le Roeulx,131749,132378,4°6'41.2'',50°30'6.9''
7070 Le Roeulx,130221,130781,4°5'24'',50°29'15''
7070 Le Roeulx,135081,135466,4°9'29.9'',50°31'47.1''
7070 Le Roeulx,128211,130226,4°3'42.2'',50°28'56.8''
7070 Le Roeulx,130278,130929,4°5'26.9'',50°29'19.8''
7070 Le Roeulx,131052,133581,4°6'5.7'',50°30'45.7''
7080 Frameries,114815,122376,3°52'25.3'',50°24'40.4''
7080 Frameries,117377,120697,3°54'35.6'',50°23'46.6''
7080 Frameries,117110,121712,3°54'21.8'',50°24'19.4''
7080 Frameries,116938,122721,3°54'12.7'',50°24'52''
7080 Frameries,116656,120993,3°53'59'',50°23'56''
7080 Frameries,114071,116923,3°51'49.5'',50°21'43.7''
7080 Frameries,115198,121623,3°52'45'',50°24'16.1''
7080 Frameries,115837,121463,3°53'17.4'',50°24'11.1''
7080 Frameries,115703,119395,3°53'11.3'',50°23'4.1''
7080 Frameries,115944,121582,3°53'22.8'',50°24'14.9''
7080 Frameries,118475,121375,3°55'31'',50°24'8.7''
7080 Frameries,118190,122236,3°55'16.3'',50°24'36.5''
7080 Frameries,114686,120333,3°52'19.5'',50°23'34.2''
7080 Frameries,116153,121870,3°53'33.3'',50°24'24.3''
7080 Frameries,115916,120802,3°53'21.6'',50°23'49.7''
7090 Braine-Le-Comte,133314,143694,4°7'58.8'',50°36'13.3''
7090 Braine-Le-Comte,134190,144883,4°8'43.2'',50°36'51.8''
7090 Braine-Le-Comte,135724,147726,4°10'0.8'',50°38'24''
7090 Braine-Le-Comte,136519,143899,4°10'41.8'',50°36'20.2''
7090 Braine-Le-Comte,136944,148840,4°11'2.8'',50°39'0.1''
7090 Braine-Le-Comte,139847,142806,4°13'31.2'',50°35'45.1''
7090 Braine-Le-Comte,139467,142267,4°13'11.9'',50°35'27.6''
7100 La Louvière,137890,130687,4°11'53.1'',50°29'12.7''
7100 La Louvière,136994,129380,4°11'7.8'',50°28'30.3''
7100 La Louvière,136705,129972,4°10'53'',50°28'49.5''
7100 La Louvière,139109,129550,4°12'55'',50°28'36''
7100 La Louvière,135635,127989,4°9'59'',50°27'45.2''
7100 La Louvière,136073,128777,4°10'21.1'',50°28'10.7''
7100 La Louvière,138324,131209,4°12'15'',50°29'29.6''
7100 La Louvière,137886,126523,4°11'53.3'',50°26'57.9''
7100 La Louvière,136786,128274,4°10'57.4'',50°27'54.5''
7100 La Louvière,137057,129096,4°11'11'',50°28'21.2''
7100 La Louvière,138063,128934,4°12'2'',50°28'16''
7100 La Louvière,136531,129157,4°10'44.3'',50°28'23.1''
7100 La Louvière,137344,128694,4°11'25.6'',50°28'8.2''
7100 La Louvière,134228,126133,4°8'48'',50°26'45''
7100 La Louvière,138176,131081,4°12'7.5'',50°29'25.5''
7100 La Louvière,138933,130359,4°12'46'',50°29'2.2''
7100 La Louvière,138371,131934,4°12'17.3'',50°29'53.1''
7100 La Louvière,137916,129321,4°11'54.5'',50°28'28.5''
7100 La Louvière,137192,129777,4°11'17.8'',50°28'43.2''
7100 La Louvière,134046,127210,4°8'38.6'',50°27'19.8''
7100 La Louvière,138577,129706,4°12'28'',50°28'41''
7100 La Louvière,137190,129725,4°11'17.7'',50°28'41.5''
7100 La Louvière,138269,132184,4°12'12.1'',50°30'1.2''
7100 La Louvière,136253,126178,4°10'30.6'',50°26'46.6''
7100 La Louvière,136708,128751,4°10'53.3'',50°28'10''
7100 La Louvière,133488,127017,4°8'10.3'',50°27'13.5''
7100 La Louvière,135701,129391,4°10'2.2'',50°28'30.6''
7100 La Louvière,138057,129394,4°12'1.7'',50°28'30.9''
7100 La Louvière,139399,129416,4°13'9.7'',50°28'31.7''
7100 La Louvière,137142,129863,4°11'15.2'',50°28'46''
7100 La Louvière,136100,127851,4°10'22.6'',50°27'40.8''
7100 La Louvière,137117,130302,4°11'13.9'',50°29'0.2''
7100 La Louvière,138337,128030,4°12'16'',50°27'46.7''
7110 La Louvière,130266,126946,4°5'27'',50°27'10.9''
7110 La Louvière,131943,128594,4°6'51.7'',50°28'4.4''
7110 La Louvière,135541,132581,4°9'53.6'',50°30'13.8''
7110 La Louvière,134877,130392,4°9'20.3'',50°29'2.9''
7110 La Louvière,135426,129646,4°9'48.2'',50°28'38.8''
7110 La Louvière,135587,130348,4°9'56.3'',50°29'1.6''
7110 La Louvière,133160,129065,4°7'53.4'',50°28'19.8''
7110 La Louvière,134468,131117,4°8'59.4'',50°29'26.3''
7110 La Louvière,133838,130451,4°8'27.5'',50°29'4.7''
7110 La Louvière,135628,130918,4°9'58.3'',50°29'20''
7110 La Louvière,136428,132792,4°10'38.6'',50°30'20.7''
7110 La Louvière,131951,128500,4°6'52.2'',50°28'1.4''
7110 La Louvière,134430,130707,4°8'57.5'',50°29'13.1''
7110 La Louvière,136691,131372,4°10'52.2'',50°29'34.8''
7110 La Louvière,131597,129756,4°6'34'',50°28'42''
7110 La Louvière,131842,131288,4°6'46.1'',50°29'31.6''
7120 Estinnes,128005,116372,4°3'34.6'',50°21'28.4''
7120 Estinnes,130860,120684,4°5'58.3'',50°23'48.3''
7120 Estinnes,135998,117723,4°10'18.8'',50°22'13''
7120 Estinnes,128370,123810,4°3'51.6'',50°25'29.2''
7120 Estinnes,131203,115451,4°6'16.6'',50°20'59''
7120 Estinnes,129586,116656,4°4'54.6'',50°21'37.8''
7130 Binche,136514,122479,4°10'44.3'',50°24'47''
7130 Binche,135631,122984,4°9'59.5'',50°25'3.2''
7130 Binche,131715,124040,4°6'41'',50°25'37''
7130 Binche,129105,125057,4°4'28.5'',50°26'9.6''
7130 Binche,135601,122309,4°9'58.1'',50°24'41.4''
7130 Binche,136353,122392,4°10'36.2'',50°24'44.1''
7131 Binche,135881,121652,4°10'12.4'',50°24'20.1''
7133 Binche,136326,121061,4°10'35'',50°24'1''
7134 Binche,135581,125233,4°9'56.7'',50°26'16''
7134 Binche,139493,123022,4°13'15.2'',50°25'4.7''
7134 Binche,136140,123751,4°10'25.2'',50°25'28.1''
7134 Binche,135838,124319,4°10'9.8'',50°25'46.4''
7134 Binche,132779,124016,4°7'34.9'',50°25'36.3''
7134 Binche,138185,124256,4°12'8.8'',50°25'44.6''
7134 Binche,134356,124609,4°8'54.7'',50°25'55.7''
7134 Binche,138261,122009,4°12'12.9'',50°24'31.9''
7140 Morlanwelz,139624,127294,4°13'21.4'',50°27'23''
7140 Morlanwelz,142184,128096,4°15'31.1'',50°27'49.1''
7140 Morlanwelz,136802,124048,4°10'58.7'',50°25'37.8''
7140 Morlanwelz,141560,127369,4°14'59.5'',50°27'25.6''
7140 Morlanwelz,139190,125758,4°12'59.5'',50°26'33.3''
7140 Morlanwelz,140553,126828,4°14'8.5'',50°27'8''
7140 Morlanwelz,141575,127505,4°15'0.3'',50°27'30''
7141 Morlanwelz,142513,127084,4°15'47.8'',50°27'16.4''
7141 Morlanwelz,141230,125848,4°14'42.9'',50°26'36.3''
7141 Morlanwelz,141956,126015,4°15'19.7'',50°26'41.8''
7141 Morlanwelz,142282,127258,4°15'36.1'',50°27'22''
7141 Morlanwelz,142480,126368,4°15'46.2'',50°26'53.2''
7141 Morlanwelz,141457,125725,4°14'54.4'',50°26'32.3''
7160 Chapelle-lez-Herlaimont,143855,124661,4°16'56'',50°25'58''
7160 Chapelle-lez-Herlaimont,144126,124839,4°17'9.7'',50°26'3.8''
7160 Chapelle-lez-Herlaimont,144546,131399,4°17'30.7'',50°29'36.1''
7160 Chapelle-lez-Herlaimont,146431,126387,4°19'6.5'',50°26'54''
7160 Chapelle-lez-Herlaimont,143196,129009,4°16'22.3'',50°28'18.7''
7160 Chapelle-lez-Herlaimont,143189,130975,4°16'21.9'',50°29'22.3''
7160 Chapelle-lez-Herlaimont,142873,128493,4°16'6'',50°28'2''
7160 Chapelle-lez-Herlaimont,142928,128252,4°16'8.8'',50°27'54.2''
7160 Chapelle-lez-Herlaimont,143523,128242,4°16'39'',50°27'53.9''
7160 Chapelle-lez-Herlaimont,143964,129431,4°17'1.3'',50°28'32.4''
7170 Manage,140699,129298,4°14'15.7'',50°28'27.9''
7170 Manage,139684,129814,4°13'24.2'',50°28'44.6''
7170 Manage,139160,131209,4°12'57.4'',50°29'29.7''
7170 Manage,142185,131395,4°15'30.9'',50°29'35.9''
7170 Manage,141581,132923,4°15'0.1'',50°30'25.3''
7170 Manage,140312,132085,4°13'55.8'',50°29'58.1''
7170 Manage,140568,130221,4°14'9'',50°28'57.8''
7170 Manage,141699,129906,4°15'6.4'',50°28'47.7''
7170 Manage,141151,129633,4°14'38.6'',50°28'38.8''
7170 Manage,142910,131056,4°16'7.7'',50°29'24.9''
7170 Manage,139967,131074,4°13'38.4'',50°29'25.4''
7170 Manage,139504,133775,4°13'14.6'',50°30'52.8''
7170 Manage,139859,133427,4°13'32.7'',50°30'41.5''
7170 Manage,139827,132008,4°13'31.2'',50°29'55.6''
7170 Manage,140332,130042,4°13'57'',50°28'52''
7170 Manage,140014,132900,4°13'40.6'',50°30'24.5''
7180 Seneffe,141147,136626,4°14'37.8'',50°32'25.1''
7180 Seneffe,142530,136080,4°15'48.1'',50°32'7.5''
7180 Seneffe,145987,135103,4°18'43.6'',50°31'36''
7180 Seneffe,142353,132904,4°15'39.3'',50°30'24.7''
7180 Seneffe,142219,132385,4°15'32.5'',50°30'7.9''
7180 Seneffe,141626,133862,4°15'2.3'',50°30'55.7''
7180 Seneffe,142413,133296,4°15'42.3'',50°30'37.4''
7180 Seneffe,142086,135372,4°15'25.6'',50°31'44.6''
7180 Seneffe,142396,132528,4°15'41.5'',50°30'12.6''
7180 Seneffe,142122,134627,4°15'27.4'',50°31'20.5''
7181 Seneffe,140501,136898,4°14'4.9'',50°32'33.9''
7181 Seneffe,138255,134320,4°12'11.2'',50°31'10.3''
7181 Seneffe,143072,139895,4°16'15.3'',50°34'11''
7181 Seneffe,145405,139092,4°18'13.9'',50°33'45.1''
7181 Seneffe,142883,138852,4°16'5.8'',50°33'37.3''
7181 Seneffe,137546,134556,4°11'35.1'',50°31'17.9''
7181 Seneffe,139733,136130,4°13'26'',50°32'9''
7181 Seneffe,144507,138973,4°17'28.3'',50°33'41.2''
7181 Seneffe,139913,137767,4°13'35'',50°33'2''
7181 Seneffe,143204,137901,4°16'22.2'',50°33'6.5''
7190 Ecaussinnes,136214,137556,4°10'27.1'',50°32'54.9''
7190 Ecaussinnes,135240,138952,4°9'37.5'',50°33'40''
7190 Ecaussinnes,134441,140403,4°8'56.6'',50°34'26.9''
7190 Ecaussinnes,135714,139931,4°10'1.4'',50°34'11.7''
7190 Ecaussinnes,134894,139257,4°9'19.8'',50°33'49.8''
7190 Ecaussinnes,139535,138384,4°13'15.7'',50°33'21.9''
7190 Ecaussinnes,138996,137591,4°12'48.4'',50°32'56.2''
7300 Boussu,108205,122777,3°46'50.4'',50°24'51.8''
7300 Boussu,108497,122014,3°47'5.5'',50°24'27.2''
7300 Boussu,109932,124994,3°48'17'',50°26'4''
7300 Boussu,108634,124742,3°47'11.3'',50°25'55.5''
7300 Boussu,109329,124335,3°47'46.7'',50°25'42.5''
7300 Boussu,109218,122423,3°47'41.8'',50°24'40.6''
7300 Boussu,108962,126408,3°47'27.3'',50°26'49.5''
7300 Boussu,108262,122457,3°46'53.4'',50°24'41.5''
7301 Boussu,111854,126001,3°49'54'',50°26'37''
7301 Boussu,111608,124909,3°49'42'',50°26'1.6''
7301 Boussu,112112,125559,3°50'7.3'',50°26'22.8''
7301 Boussu,110852,121018,3°49'5.1'',50°23'55.5''
7301 Boussu,111799,125173,3°49'51.5'',50°26'10.2''
7321 Bernissart,100782,131572,3°40'30.3'',50°29'34.4''
7321 Bernissart,100484,129602,3°40'16.1'',50°28'30.5''
7321 Bernissart,100747,131894,3°40'28.3'',50°29'44.8''
7321 Bernissart,99372,133612,3°39'17.7'',50°30'40''
7321 Bernissart,102742,130433,3°42'10.2'',50°28'58.1''
7322 Bernissart,105789,128682,3°44'45.5'',50°28'2.3''
7322 Bernissart,104617,128174,3°43'46.3'',50°27'45.5''
7322 Bernissart,103980,126732,3°43'14.6'',50°26'58.7''
7330 Saint-Ghislain,110576,126534,3°48'49.1'',50°26'54''
7330 Saint-Ghislain,110698,126519,3°48'55.2'',50°26'53.5''
7330 Saint-Ghislain,110647,126539,3°48'52.7'',50°26'54.2''
7330 Saint-Ghislain,110749,125828,3°48'58.1'',50°26'31.2''
7331 Saint-Ghislain,112652,129616,3°50'33.2'',50°28'34.2''
7331 Saint-Ghislain,112009,132462,3°49'59.5'',50°30'6.2''
